Prj;File;Class;Method;ConditionBlock;Line;ANNOTATOR-1;ANNOTATOR-2;FINAL;CONFLICT
/home/videogames/dataset/com.unity.multiplayer.samples.coop;/home/videogames/dataset/com.unity.multiplayer.samples.coop/Assets/Scripts/Gameplay/GameplayObjects/Character/AI/AttackAIState.cs;Unity.BossRoom.Gameplay.GameplayObjects.Character.AI.AttackAIState;Unity.BossRoom.Gameplay.GameplayObjects.Character.AI.AttackAIState.Update();IfBlocks;153;NO;NO;FP;1
/home/videogames/dataset/jcsunity;/home/videogames/dataset/jcsunity/Assets/JCSUnity/Scripts/Events/Active/JCS_InactiveWithTime.cs;JCSUnity.JCS_InactiveWithTime;JCSUnity.JCS_InactiveWithTime.Update();IfBlocks;51;NO;NO;FP;
/home/videogames/dataset/shellcore;/home/videogames/dataset/shellcore/Assets/Sector Creator Assets/GUIWindowScripts.cs;GUIWindowScripts;GUIWindowScripts.Update();IfBlocks;47;NO;NO;FP;
/home/videogames/dataset/nice-lua;/home/videogames/dataset/nice-lua/Assets/Scripts/Framework/Addressables/AsyncOperation/AddressablesAsyncLoader.cs;Addressable.AddressablesAsyncLoader;Addressable.AddressablesAsyncLoader.Update();IfBlocks;102;NO;NO;FP;
/home/videogames/dataset/card-game-simulator;/home/videogames/dataset/card-game-simulator/Assets/Mirror/Components/NetworkTransform2k/NetworkTransformBase.cs;Mirror.NetworkTransformBase;Mirror.NetworkTransformBase.Update();IfBlocks;395;YES;NO;FP;1
/home/videogames/dataset/antura;/home/videogames/dataset/antura/Assets/_games/DancingDots/_scripts/DancingDotsBeatDetection.cs;Antura.Minigames.DancingDots.DancingDotsBeatDetection;Antura.Minigames.DancingDots.DancingDotsBeatDetection.Update();IfBlocks;54;YES;YES;TP;
/home/videogames/dataset/antura_arabic;/home/videogames/dataset/antura_arabic/Assets/_manage/preview_Actors/_scripts/AnturaAnimationTester.cs;Antura.Test.AnturaAnimationTester;Antura.Test.AnturaAnimationTester.Update();IfBlocks;127;YES;YES;TP;
/home/videogames/dataset/antura_arabic;/home/videogames/dataset/antura_arabic/Assets/_games/Egg/_scripts/States/EggPlayState.cs;Antura.Minigames.Egg.EggPlayState;Antura.Minigames.Egg.EggPlayState.Update(float);IfBlocks;177;YES;YES;TP;
/home/videogames/dataset/fanren;/home/videogames/dataset/fanren/Assets/Script/CommonUI/TalkButtonController.cs;TalkButtonController;TalkButtonController.Update();IfBlocks;127;YES;NO;TP;1
/home/videogames/dataset/card-game-simulator;/home/videogames/dataset/card-game-simulator/Assets/Scripts/Cgs/Decks/DeckLoadMenu.cs;Cgs.Decks.DeckLoadMenu;Cgs.Decks.DeckLoadMenu.Update();IfBlocks;66;YES;YES;TP;
/home/videogames/dataset/fanren;/home/videogames/dataset/fanren/Assets/3rd/Lean/Pool/Examples/Scripts/LeanPoolDebugger.cs;Lean.Pool.Examples.LeanPoolDebugger;Lean.Pool.Examples.LeanPoolDebugger.Update();IfBlocks;82;NO;NO;FP;
/home/videogames/dataset/antura;/home/videogames/dataset/antura/Assets/_games/ReadingGame/_scripts/ReadingBarSet.cs;Antura.Minigames.ReadingGame.ReadingBarSet;Antura.Minigames.ReadingGame.ReadingBarSet.Update();IfBlocks;427;YES;NO;TP;1
/home/videogames/dataset/shellcore;/home/videogames/dataset/shellcore/Assets/World Creator Assets/Scripts/SiegeZoneManager.cs;SiegeZoneManager;SiegeZoneManager.Update();IfBlocks;141;YES;YES;TP;
/home/videogames/dataset/aitd-roomviewer;/home/videogames/dataset/aitd-roomviewer/Assets/Scripts/Model/ModelLoader.cs;ModelLoader;ModelLoader.Update();IfBlocks;798;YES;YES;TP;
/home/videogames/dataset/hogwarts;/home/videogames/dataset/hogwarts/Assets/Scripts/NPC/NPC.cs;NPC;NPC.Update();IfBlocks;235;YES;YES;TP;
/home/videogames/dataset/shellcore;/home/videogames/dataset/shellcore/Assets/Scripts/Game Object Definitions/ShellPart.cs;ShellPart;ShellPart.Update();IfBlocks;354;YES;YES;TP;
/home/videogames/dataset/jcsunity;/home/videogames/dataset/jcsunity/Assets/JCSUnity/Scripts/UI/JCS_RouteGuageSystem.cs;JCSUnity.JCS_RouteGuageSystem;JCSUnity.JCS_RouteGuageSystem.Update();IfBlocks;108;NO;NO;FP;
/home/videogames/dataset/hogwarts;/home/videogames/dataset/hogwarts/Assets/Models/AQUAS-Lite/Demo/SplineController/SplineInterpolator.cs;SplineInterpolator;SplineInterpolator.Update();IfBlocks;144;YES;YES;TP;
/home/videogames/dataset/antura;/home/videogames/dataset/antura/Assets/_games/Maze/_scripts/MazeLetter.cs;Antura.Minigames.Maze.MazeLetter;Antura.Minigames.Maze.MazeLetter.Update();IfBlocks;68;YES;YES;TP;
/home/videogames/dataset/fanren;/home/videogames/dataset/fanren/Assets/3rd/UHUDText/Content/Script/Core/bl_HUDText.cs;bl_HUDText;bl_HUDText.Update();IfBlocks;139;YES;YES;TP;
/home/videogames/dataset/shellcore;/home/videogames/dataset/shellcore/Assets/Scripts/HUD Scripts/Ship Builder Scripts/ShipBuilderShipStatsDisplay.cs;ShipBuilderShipStatsDisplay;ShipBuilderShipStatsDisplay.Update();IfBlocks;76;NO;YES;TP;1
/home/videogames/dataset/darkest-dungeon-unity;/home/videogames/dataset/darkest-dungeon-unity/Assets/Spine/SpineUnity/Ghost/SkeletonGhost.cs;SkeletonGhost;SkeletonGhost.Update();IfBlocks;82;NO;YES;TP;1
/home/videogames/dataset/com.unity.multiplayer.samples.coop;/home/videogames/dataset/com.unity.multiplayer.samples.coop/Assets/Scripts/Gameplay/GameplayObjects/Character/ServerCharacterMovement.cs;Unity.BossRoom.Gameplay.GameplayObjects.Character.ServerCharacterMovement;Unity.BossRoom.Gameplay.GameplayObjects.Character.ServerCharacterMovement.FixedUpdate();IfBlocks;207;YES;YES;TP;
/home/videogames/dataset/tengine;/home/videogames/dataset/tengine/Assets/TEngine/Scripts/Runtime/Core/Base/Debugger/DebuggerManager.cs;TEngine.Runtime.DebuggerManager;TEngine.Runtime.DebuggerManager.Update();IfBlocks;56;NO;NO;FP;
/home/videogames/dataset/antura_arabic;/home/videogames/dataset/antura_arabic/Assets/_games/ColorTickle/_scripts/TMPTextColoring.cs;Antura.Minigames.ColorTickle.TMPTextColoring;Antura.Minigames.ColorTickle.TMPTextColoring.Update();IfBlocks;166;YES;YES;TP;
/home/videogames/dataset/project-404;/home/videogames/dataset/project-404/Assets/External Assets/AstarPathfindingProject/Core/AstarPath.cs;AstarPath;AstarPath.Update();IfBlocks;875;YES;YES;TP;
/home/videogames/dataset/antura;/home/videogames/dataset/antura/Assets/_games/Scanner/_scripts/ScannerLivingLetter.cs;Antura.Minigames.Scanner.ScannerLivingLetter;Antura.Minigames.Scanner.ScannerLivingLetter.Update();IfBlocks;134;YES;YES;TP;
/home/videogames/dataset/openkcc;/home/videogames/dataset/openkcc/Packages/com.nickmaltbie.openkcc/OpenKCC/Character/Action/ConditionalAction.cs;nickmaltbie.OpenKCC.Character.Action.ConditionalAction;nickmaltbie.OpenKCC.Character.Action.ConditionalAction.Update();IfBlocks;66;NO;NO;FP;
/home/videogames/dataset/antura_arabic;/home/videogames/dataset/antura_arabic/Assets/_games/Maze/_scripts/MazeCharacter.cs;Antura.Minigames.Maze.MazeCharacter;Antura.Minigames.Maze.MazeCharacter.FixedUpdate();IfBlocks;922;YES;NO;FP;1
/home/videogames/dataset/com.unity.multiplayer.samples.coop;/home/videogames/dataset/com.unity.multiplayer.samples.coop/Assets/Scripts/Gameplay/GameplayObjects/Projectiles/FXProjectile.cs;Unity.BossRoom.Gameplay.GameplayObjects.FXProjectile;Unity.BossRoom.Gameplay.GameplayObjects.FXProjectile.Update();IfBlocks;58;NO;YES;TP;1
/home/videogames/dataset/shellcore;/home/videogames/dataset/shellcore/Assets/Scripts/Functional Definitions/TargetManager.cs;TargetManager;TargetManager.Update();IfBlocks;229;YES;NO;TP;1
/home/videogames/dataset/darkest-dungeon-unity;/home/videogames/dataset/darkest-dungeon-unity/Assets/Scripts/Managers/RaidSceneManager.cs;RaidSceneManager;RaidSceneManager.Update();IfBlocks;276;YES;YES;TP;
/home/videogames/dataset/hogwarts;/home/videogames/dataset/hogwarts/Assets/Standard Assets/Characters/FirstPersonCharacter/Scripts/RigidbodyFirstPersonController.cs;UnityStandardAssets.Characters.FirstPerson.RigidbodyFirstPersonController;UnityStandardAssets.Characters.FirstPerson.RigidbodyFirstPersonController.FixedUpdate();IfBlocks;200;NO;NO;FP;
/home/videogames/dataset/simulator;/home/videogames/dataset/simulator/Packages/com.unity.render-pipelines.high-definition/Runtime/RenderPipeline/Camera/HDCamera.cs;UnityEngine.Rendering.HighDefinition.HDCamera;UnityEngine.Rendering.HighDefinition.HDCamera.Update(UnityEngine.Rendering.HighDefinition.FrameSettings, UnityEngine.Rendering.HighDefinition.HDRenderPipeline, MSAASamples, UnityEngine.Rendering.HighDefinition.XRPass, bool);IfBlocks;1394;YES;NO;TP;1
/home/videogames/dataset/antura_arabic;/home/videogames/dataset/antura_arabic/Assets/_games/Maze/_scripts/MazeCharacter.cs;Antura.Minigames.Maze.MazeCharacter;Antura.Minigames.Maze.MazeCharacter.FixedUpdate();IfBlocks;926;YES;YES;TP;
/home/videogames/dataset/antura_arabic;/home/videogames/dataset/antura_arabic/Assets/_games/Tobogan/_scripts/HeightMeter.cs;Antura.Minigames.Tobogan.HeightMeter;Antura.Minigames.Tobogan.HeightMeter.Update();IfBlocks;43;YES;YES;TP;
/home/videogames/dataset/darkest-dungeon-unity;/home/videogames/dataset/darkest-dungeon-unity/Assets/Plugins/Editor/FMOD/EventManager.cs;FMODUnity.EventManager;FMODUnity.EventManager.Update();IfBlocks;39;YES;NO;FP;1
/home/videogames/dataset/pal3.unity;/home/videogames/dataset/pal3.unity/Assets/Scripts/Pal3/Script/PalScriptRunner.cs;Pal3.Script.PalScriptRunner;Pal3.Script.PalScriptRunner.Update(float);IfBlocks;167;YES;NO;FP;1
/home/videogames/dataset/fungus;/home/videogames/dataset/fungus/Assets/Fungus/Thirdparty/LeanTween/LeanTween.cs;LeanTween;LeanTween.Update();IfBlocks;412;YES;YES;TP;
/home/videogames/dataset/fanren;/home/videogames/dataset/fanren/Assets/3rd/EasyTouchBundle/EasyTouchControls/Plugins/ETCJoystick.cs;ETCJoystick;ETCJoystick.Update();IfBlocks;231;YES;YES;TP;
/home/videogames/dataset/fanren;/home/videogames/dataset/fanren/Assets/3rd/EasyTouchBundle/EasyTouch/Plugins/Components/QuickLongTap.cs;HedgehogTeam.EasyTouch.QuickLongTap;HedgehogTeam.EasyTouch.QuickLongTap.Update();IfBlocks;90;YES;YES;TP;
/home/videogames/dataset/cosmosframework;/home/videogames/dataset/cosmosframework/Assets/Examples/ExampleScripts/17_PlayerController/YBotCamera.cs;Cosmos.YBotCamera;Cosmos.YBotCamera.Update();IfBlocks;68;NO;NO;FP;
/home/videogames/dataset/openkcc;/home/videogames/dataset/openkcc/Packages/com.nickmaltbie.openkcc/OpenKCC/Animation/CharacterAnimator.cs;nickmaltbie.OpenKCC.Animation.CharacterAnimator;nickmaltbie.OpenKCC.Animation.CharacterAnimator.Update();IfBlocks;77;NO;NO;FP;
/home/videogames/dataset/lcc;/home/videogames/dataset/lcc/Assets/Hotfix/Runtime/Core/Object/ObjectBaseEventSystem.cs;LccHotfix.ObjectBaseEventSystem;LccHotfix.ObjectBaseEventSystem.FixedUpdate();IfBlocks;111;NO;NO;FP;
/home/videogames/dataset/jcsunity;/home/videogames/dataset/jcsunity/Assets/JCSUnity/Scripts/Actions/2D/Shooting/JCS_ShootAllAngle.cs;JCSUnity.JCS_ShootAllAngle;JCSUnity.JCS_ShootAllAngle.Update();IfBlocks;179;NO;YES;TP;1
/home/videogames/dataset/nsmb-mariovsluigi;/home/videogames/dataset/nsmb-mariovsluigi/Assets/Scripts/UI/UIUpdater.cs;UIUpdater;UIUpdater.Update();IfBlocks;101;YES;YES;TP;
/home/videogames/dataset/ballance;/home/videogames/dataset/ballance/Assets/Plugins/QuickOutline/Scripts/QuickOutline.cs;QuickOutline;QuickOutline.Update();IfBlocks;134;YES;YES;TP;
/home/videogames/dataset/ballance;/home/videogames/dataset/ballance/Assets/System/Scripts/Services/GameTimeMachine.cs;Ballance2.Services.GameTimeMachine;Ballance2.Services.GameTimeMachine.FixedUpdate();IfBlocks;270;YES;YES;TP;
/home/videogames/dataset/antura;/home/videogames/dataset/antura/Assets/_games/ReadingGame/_scripts/ReadingBarSet.cs;Antura.Minigames.ReadingGame.ReadingBarSet;Antura.Minigames.ReadingGame.ReadingBarSet.Update();IfBlocks;74;NO;NO;FP;
/home/videogames/dataset/bdframework.core;/home/videogames/dataset/bdframework.core/Packages/com.popo.bdframework/3rdPlugins/UniTask/Runtime/Internal/ContinuationQueue.cs;Cysharp.Threading.Tasks.Internal.ContinuationQueue;Cysharp.Threading.Tasks.Internal.ContinuationQueue.FixedUpdate();IfBlocks;178;NO;NO;FP;
/home/videogames/dataset/jcsunity;/home/videogames/dataset/jcsunity/Assets/JCSUnity/Scripts/Webcam/JCS_Webcam.cs;JCSUnity.JCS_Webcam;JCSUnity.JCS_Webcam.Update();IfBlocks;376;NO;YES;TP;
/home/videogames/dataset/nsmb-mariovsluigi;/home/videogames/dataset/nsmb-mariovsluigi/Assets/Scripts/Entity/StarBouncer.cs;StarBouncer;StarBouncer.FixedUpdate();IfBlocks;122;YES;YES;TP;
/home/videogames/dataset/antura;/home/videogames/dataset/antura/Assets/_games/MixedLetters/_scripts/ResultGameState.cs;Antura.Minigames.MixedLetters.ResultGameState;Antura.Minigames.MixedLetters.ResultGameState.Update(float);IfBlocks;111;NO;NO;FP;
/home/videogames/dataset/fanren;/home/videogames/dataset/fanren/Assets/3rd/EasyTouchBundle/EasyTouch/Plugins/Components/QuickLongTap.cs;HedgehogTeam.EasyTouch.QuickLongTap;HedgehogTeam.EasyTouch.QuickLongTap.Update();IfBlocks;52;YES;YES;TP;
/home/videogames/dataset/sanandreasunity;/home/videogames/dataset/sanandreasunity/Assets/Scripts/UI/MapWindow.cs;SanAndreasUnity.UI.MapWindow;SanAndreasUnity.UI.MapWindow.Update();IfBlocks;419;NO;NO;FP;
/home/videogames/dataset/ballance;/home/videogames/dataset/ballance/Assets/Plugins/Graphy - Ultimate Stats Monitor/Runtime/Fps/G_FpsMonitor.cs;Tayx.Graphy.Fps.G_FpsMonitor;Tayx.Graphy.Fps.G_FpsMonitor.Update();IfBlocks;71;YES;YES;TP;
/home/videogames/dataset/unity3d-lolo;/home/videogames/dataset/unity3d-lolo/Templates/StompyRobot/SRF/Scripts/UI/InheritColour.cs;SRF.UI.InheritColour;SRF.UI.InheritColour.Update();IfBlocks;30;NO;NO;FP;
/home/videogames/dataset/shellcore;/home/videogames/dataset/shellcore/Assets/Sector Creator Assets/SectorCreatorMouse.cs;SectorCreatorMouse;SectorCreatorMouse.FixedUpdate();IfBlocks;294;YES;YES;TP;
/home/videogames/dataset/fanren;/home/videogames/dataset/fanren/Assets/3rd/EasyTouchBundle/EasyTouch/Plugins/Components/QuickTouch.cs;HedgehogTeam.EasyTouch.QuickTouch;HedgehogTeam.EasyTouch.QuickTouch.Update();IfBlocks;68;YES;YES;TP;
/home/videogames/dataset/unitytutorials-rts;/home/videogames/dataset/unitytutorials-rts/Assets/Scripts/Managers/CameraManager.cs;CameraManager;CameraManager.Update();IfBlocks;125;NO;NO;FP;
/home/videogames/dataset/hogwarts;/home/videogames/dataset/hogwarts/Assets/Scripts/NPC/NPC.cs;NPC;NPC.Update();IfBlocks;218;YES;YES;TP;
/home/videogames/dataset/egameplay;/home/videogames/dataset/egameplay/Assets/unity-chan!/Unity-chan! Model/Scripts/UnityChanControlScriptWithRgidBody.cs;UnityChan.UnityChanControlScriptWithRgidBody;UnityChan.UnityChanControlScriptWithRgidBody.FixedUpdate();IfBlocks;172;NO;NO;FP;
/home/videogames/dataset/darkest-dungeon-unity;/home/videogames/dataset/darkest-dungeon-unity/Assets/Plugins/Editor/FMOD/LogViewer.cs;FMODUnity.LogViewer;FMODUnity.LogViewer.Update();IfBlocks;64;NO;NO;FP;
/home/videogames/dataset/jcsunity;/home/videogames/dataset/jcsunity/Assets/JCSUnity/Scripts/Actions/2D/JCS_2DActiveSkillAction.cs;JCSUnity.JCS_2DActiveSkillAction;JCSUnity.JCS_2DActiveSkillAction.Update();IfBlocks;81;NO;NO;FP;different checks for different actions
/home/videogames/dataset/ballance;/home/videogames/dataset/ballance/Assets/System/Scripts/UI/Core/Controls/InfiniteScroll.cs;Ballance2.UI.Core.Controls.InfiniteScroll;Ballance2.UI.Core.Controls.InfiniteScroll.Update();IfBlocks;358;YES;YES;TP;
/home/videogames/dataset/jcsunity;/home/videogames/dataset/jcsunity/Assets/JCSUnity/Scripts/Effects/Particle/Type/JCS_Bubble.cs;JCSUnity.JCS_Bubble;JCSUnity.JCS_Bubble.Update();IfBlocks;45;NO;NO;FP;
/home/videogames/dataset/jcsunity;/home/videogames/dataset/jcsunity/Assets/JCSUnity/Scripts/Actions/2D/Shooting/JCS_ShootAction.cs;JCSUnity.JCS_ShootAction;JCSUnity.JCS_ShootAction.Update();IfBlocks;621;YES;YES;TP;
/home/videogames/dataset/antura;/home/videogames/dataset/antura/Assets/_games/Egg/_scripts/States/EggPlayState.cs;Antura.Minigames.Egg.EggPlayState;Antura.Minigames.Egg.EggPlayState.Update(float);IfBlocks;517;NO;NO;FP;
/home/videogames/dataset/nice-lua;/home/videogames/dataset/nice-lua/Assets/EasyTouchBundle/EasyTouch/Plugins/Engine/EasyTouch.cs;HedgehogTeam.EasyTouch.EasyTouch;HedgehogTeam.EasyTouch.EasyTouch.Update();IfBlocks;985;YES;YES;TP;
/home/videogames/dataset/multiplayer-fps;/home/videogames/dataset/multiplayer-fps/Assets/Standard Assets/Environment/Water/Water/Scripts/SpecularLighting.cs;UnityStandardAssets.Water.SpecularLighting;UnityStandardAssets.Water.SpecularLighting.Update();IfBlocks;27;NO;NO;FP;
/home/videogames/dataset/nova;/home/videogames/dataset/nova/Assets/Nova/Sources/Scripts/GlobalShortcuts.cs;Nova.GlobalShortcuts;Nova.GlobalShortcuts.Update();IfBlocks;17;NO;NO;FP;
/home/videogames/dataset/ballance;/home/videogames/dataset/ballance/Assets/System/Scripts/Services/GameManager.cs;Ballance2.Services.GameManager;Ballance2.Services.GameManager.Update();IfBlocks;1103;NO;YES;TP;
/home/videogames/dataset/egameplay;/home/videogames/dataset/egameplay/Assets/ExplosiveLLC/RPG Character Animation Pack FREE/Code/RPGCharacterControllerFREE.cs;RPGCharacterAnimsFREE.RPGCharacterControllerFREE;RPGCharacterAnimsFREE.RPGCharacterControllerFREE.Update();IfBlocks;259;YES;YES;TP;
/home/videogames/dataset/shellcore;/home/videogames/dataset/shellcore/Assets/Sector Creator Assets/SectorCreatorMouse.cs;SectorCreatorMouse;SectorCreatorMouse.FixedUpdate();IfBlocks;211;YES;YES;TP;
/home/videogames/dataset/jcsunity;/home/videogames/dataset/jcsunity/Assets/JCSUnity/Scripts/Actions/2D/JCS_2DActiveSkillAction.cs;JCSUnity.JCS_2DActiveSkillAction;JCSUnity.JCS_2DActiveSkillAction.Update();IfBlocks;83;NO;NO;FP;
/home/videogames/dataset/towerdefense-gameframework-demo;/home/videogames/dataset/towerdefense-gameframework-demo/Assets/GameMain/Scripts/Camera/CameraInput.cs;Flower.CameraInput;Flower.CameraInput.Update();IfBlocks;186;YES;YES;TP;
/home/videogames/dataset/pal3.unity;/home/videogames/dataset/pal3.unity/Assets/Scripts/Pal3/Actor/ActorMovementController.cs;Pal3.Actor.ActorMovementController;Pal3.Actor.ActorMovementController.Update();IfBlocks;143;YES;YES;TP;
/home/videogames/dataset/card-game-simulator;/home/videogames/dataset/card-game-simulator/Assets/Mirror/Examples/MultipleAdditiveScenes/Scripts/PlayerController.cs;Mirror.Examples.MultipleAdditiveScenes.PlayerController;Mirror.Examples.MultipleAdditiveScenes.PlayerController.Update();IfBlocks;64;YES;YES;TP;
/home/videogames/dataset/fungus;/home/videogames/dataset/fungus/Assets/Fungus/Scripts/Components/DialogInput.cs;Fungus.DialogInput;Fungus.DialogInput.Update();IfBlocks;133;YES;YES;TP;
/home/videogames/dataset/shellcore;/home/videogames/dataset/shellcore/Assets/Scripts/Game Object Definitions/Entity Definitions/Tank.cs;Tank;Tank.Update();IfBlocks;70;YES;YES;TP;
/home/videogames/dataset/nsmb-mariovsluigi;/home/videogames/dataset/nsmb-mariovsluigi/Assets/Photon/PhotonUnityNetworking/UtilityScripts/Prototyping/MoveByKeys.cs;Photon.Pun.UtilityScripts.MoveByKeys;Photon.Pun.UtilityScripts.MoveByKeys.FixedUpdate();IfBlocks;85;YES;YES;TP;
/home/videogames/dataset/fungus;/home/videogames/dataset/fungus/Assets/Fungus/Scripts/Components/DialogInput.cs;Fungus.DialogInput;Fungus.DialogInput.Update();IfBlocks;115;YES;YES;TP;
/home/videogames/dataset/ballance;/home/videogames/dataset/ballance/Assets/Plugins/RuntimeTransformGizmo/TransformGizmo.cs;RuntimeGizmos.TransformGizmo;RuntimeGizmos.TransformGizmo.Update();IfBlocks;642;YES;NO;FP;controller implementation
/home/videogames/dataset/ballance;/home/videogames/dataset/ballance/Assets/Plugins/RuntimeInspector/Scripts/RuntimeHierarchy.cs;RuntimeInspectorNamespace.RuntimeHierarchy;RuntimeInspectorNamespace.RuntimeHierarchy.Update();IfBlocks;449;YES;YES;TP;
/home/videogames/dataset/nsmb-mariovsluigi;/home/videogames/dataset/nsmb-mariovsluigi/Assets/Scripts/Entity/Player/PlayerAnimationController.cs;PlayerAnimationController;PlayerAnimationController.Update();IfBlocks;108;YES;YES;TP;
/home/videogames/dataset/lcc/;/home/videogames/dataset/lcc/Assets/3rdPlugins/BundleMasterRuntime/AssetComponentUnLoad.cs;BM.AssetComponent;BM.AssetComponent.Update();IfBlocks;261;NO;NO;FP;
/home/videogames/dataset/lcc/;/home/videogames/dataset/lcc/Assets/Hotfix/Logic/Camera/SmoothFoolow3D.cs;LccHotfix.SmoothFoolow3D;LccHotfix.SmoothFoolow3D.Update();IfBlocks;233;YES;YES;TP;
/home/videogames/dataset/lcc/;/home/videogames/dataset/lcc/Assets/Hotfix/Logic/Camera/CameraController.cs;LccHotfix.CameraController;LccHotfix.CameraController.Update();IfBlocks;32;NO;NO;FP;
/home/videogames/dataset/lcc/;/home/videogames/dataset/lcc/Assets/Hotfix/Logic/Manager/Command/CommandManager.cs;LccHotfix.CommandManager;LccHotfix.CommandManager.Update();IfBlocks;69;NO;NO;FP;
/home/videogames/dataset/lcc/;/home/videogames/dataset/lcc/Assets/Scripts/Runtime/Core/Object/ObjectBaseEventSystem.cs;LccModel.ObjectBaseEventSystem;LccModel.ObjectBaseEventSystem.FixedUpdate();IfBlocks;111;NO;NO;FP;
/home/videogames/dataset/inputsystem/;/home/videogames/dataset/inputsystem/Assets/Samples/UIvsGameInput/UIvsGameInputHandler.cs;UIvsGameInputHandler;UIvsGameInputHandler.Update();IfBlocks;400;YES;NO;FP;controller management
/home/videogames/dataset/ballance/;/home/videogames/dataset/ballance/Assets/Plugins/RuntimeTransformGizmo/TransformGizmo.cs;RuntimeGizmos.TransformGizmo;RuntimeGizmos.TransformGizmo.Update();IfBlocks;264;YES;NO;FP;controller management
/home/videogames/dataset/ballance/;/home/videogames/dataset/ballance/Assets/Plugins/AssetUsageDetector/Editor/AssetUsageDetectorWindow.cs;AssetUsageDetectorNamespace.AssetUsageDetectorWindow;AssetUsageDetectorNamespace.AssetUsageDetectorWindow.Update();IfBlocks;441;NO;NO;FP;
/home/videogames/dataset/anyrpgcore/;/home/videogames/dataset/anyrpgcore/Assets/AnyRPG/Core/System/Scripts/GameManager/ControlsManager.cs;AnyRPG.ControlsManager;AnyRPG.ControlsManager.Update();IfBlocks;159;YES;NO;FP;controller management
/home/videogames/dataset/project-404/;/home/videogames/dataset/project-404/Assets/Scripts/_Objects/TextBoxArea.cs;TextBoxArea;TextBoxArea.Update(;IfBlocks;51;YES;YES;TP;
/home/videogames/dataset/multiplayer-fps/;/home/videogames/dataset/multiplayer-fps/Assets/Photon/PhotonUnityNetworking/UtilityScripts/Culling/CullingHandler.cs;Photon.Pun.UtilityScripts.CullingHandler;Photon.Pun.UtilityScripts.CullingHandler.Update();IfBlocks;173;NO;YES;TP;
/home/videogames/dataset/project-404;/home/videogames/dataset/project-404/Assets/Scripts/_Player/PlayerMovementController.cs;PlayerMovementController;PlayerMovementController.Update();IfBlocks;124;YES;YES;TP;
/home/videogames/dataset/shellcore;/home/videogames/dataset/shellcore/Assets/Scripts/HUD Scripts/VendorUIButton.cs;VendorUIButton;VendorUIButton.Update();IfBlocks;58;NO;NO;FP;
/home/videogames/dataset/hogwarts;/home/videogames/dataset/hogwarts/Assets/Standard Assets/Effects/CinematicEffects(BETA)/AmbientOcclusion/AmbientOcclusion.cs;UnityStandardAssets.CinematicEffects.AmbientOcclusion;UnityStandardAssets.CinematicEffects.AmbientOcclusion.Update();IfBlocks;280;YES;YES;TP;
/home/videogames/dataset/anyrpgcore;/home/videogames/dataset/anyrpgcore/Assets/AnyRPG/Core/System/Scripts/Characters/BaseClasses/UnitController.cs;AnyRPG.UnitController;AnyRPG.UnitController.Update();IfBlocks;1374;YES;YES;TP;
/home/videogames/dataset/antura;/home/videogames/dataset/antura/Assets/_games/Scanner/_scripts/ScannerDevice.cs;Antura.Minigames.Scanner.ScannerDevice;Antura.Minigames.Scanner.ScannerDevice.Update();IfBlocks;106;YES;YES;TP;
/home/videogames/dataset/cytoid;/home/videogames/dataset/cytoid/Assets/Packages/Lean/Touch/Scripts/LeanTouch.cs;Lean.Touch.LeanTouch;Lean.Touch.LeanTouch.Update();IfBlocks;531;YES;NO;TP;1
/home/videogames/dataset/stream-chat-unity;/home/videogames/dataset/stream-chat-unity/Assets/Plugins/StreamChat/Libs/Websockets/WebsocketClient.cs;StreamChat.Libs.Websockets.WebsocketClient;StreamChat.Libs.Websockets.WebsocketClient.Update();IfBlocks;319;NO;NO;FP;
/home/videogames/dataset/ignorance;/home/videogames/dataset/ignorance/Assets/Mirror/Runtime/Transports/Ignorance/Ignorance.cs;IgnoranceTransport.Ignorance;IgnoranceTransport.Ignorance.FixedUpdate();IfBlocks;447;YES;YES;TP;
/home/videogames/dataset/shellcore;/home/videogames/dataset/shellcore/Assets/Scripts/Functional Definitions/Abilities/IonLineController.cs;IonLineController;IonLineController.Update();IfBlocks;133;YES;YES;TP;
/home/videogames/dataset/antura;/home/videogames/dataset/antura/Assets/ThirdParty/BezierSolution/Utilities/ParticlesFollowBezier.cs;BezierSolution.ParticlesFollowBezier;BezierSolution.ParticlesFollowBezier.FixedUpdate();IfBlocks;55;NO;YES;TP;1
/home/videogames/dataset/fanren;/home/videogames/dataset/fanren/Assets/3rd/GPUInstancer/Demos/DetailInstancing/Scripts/DetailDemoSceneController.cs;GPUInstancer.DetailDemoSceneController;GPUInstancer.DetailDemoSceneController.Update();IfBlocks;75;YES;NO;TP;1
/home/videogames/dataset/cytoid;/home/videogames/dataset/cytoid/Assets/Scripts/Game/Game.cs;Game;Game.Update();IfBlocks;549;YES;YES;TP;
/home/videogames/dataset/antura;/home/videogames/dataset/antura/Assets/_core/_scripts/Minigames/Utility/FixedHeightShadow.cs;Antura.Minigames.FixedHeightShadow;Antura.Minigames.FixedHeightShadow.Update();IfBlocks;17;NO;NO;FP;
/home/videogames/dataset/inputsystem;/home/videogames/dataset/inputsystem/Assets/QA/Tests/XRDeviceActions/_SharedScripts/DisplaySliderValue.cs;DisplaySliderValue;DisplaySliderValue.Update();IfBlocks;13;NO;NO;FP;
